Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2022-01-01,130.48040771484375,112.54345703125,96.41766357421875,87.723876953125,82.64936828613281,75.8991470336914,78.46167755126953,83.36724090576172,96.99311828613281,97.7851333618164,107.1390609741211,104.8428726196289,102.511962890625,97.02620697021484,97.5114517211914,91.00479125976562,86.63099670410156,95.1097412109375,120.71925354003906,138.37628173828125,152.27352905273438,155.21881103515625,149.82174682617188,148.49835205078125
2022-01-02,129.96157836914062,115.12901306152344,92.21672058105469,88.64502716064453,73.55564880371094,65.85430145263672,67.4841079711914,73.366455078125,89.89574432373047,88.13294219970703,97.3323745727539,98.15667724609375,102.79362487792969,103.89678955078125,99.00968933105469,100.50563049316406,101.48277282714844,104.43867492675781,130.40599060058594,144.81851196289062,154.71969604492188,158.45062255859375,155.81735229492188,146.9647674560547
2022-01-03,165.98609924316406,157.91714477539062,154.15347290039062,143.90994262695312,145.11082458496094,135.78468322753906,148.12640380859375,157.05606079101562,173.93167114257812,188.73219299316406,185.10914611816406,177.1339111328125,161.83517456054688,164.96560668945312,163.623779296875,161.57421875,161.0410919189453,173.3941650390625,188.7006378173828,198.94288635253906,198.38262939453125,199.74253845214844,194.86441040039062,172.83595275878906
2022-01-04,138.66934204101562,126.49208068847656,113.50538635253906,105.52013397216797,95.81831359863281,91.71363067626953,97.21574401855469,104.67131042480469,118.96751403808594,122.20433807373047,132.6353759765625,128.69601440429688,122.93492126464844,125.05181884765625,124.80322265625,118.42564392089844,109.25080871582031,126.1278076171875,150.14102172851562,162.51287841796875,170.28529357910156,167.92481994628906,164.33111572265625,158.12567138671875
2022-01-05,142.2147979736328,134.05633544921875,117.93428802490234,105.48523712158203,99.92680358886719,101.91220092773438,109.57539367675781,128.06109619140625,147.37786865234375,157.518798828125,162.66424560546875,156.98114013671875,151.34115600585938,147.1292266845703,144.42445373535156,138.8338623046875,139.14178466796875,155.8024444580078,171.07420349121094,185.03836059570312,185.72354125976562,189.24874877929688,180.37554931640625,164.9278564453125
2022-01-06,198.39114379882812,196.96505737304688,178.02386474609375,175.4926300048828,162.03076171875,164.53421020507812,153.66162109375,167.86117553710938,175.730224609375,186.39468383789062,190.1829833984375,181.1476593017578,169.59039306640625,171.16319274902344,166.89443969726562,167.03823852539062,154.2654266357422,159.93157958984375,184.36886596679688,210.99777221679688,220.52406311035156,226.81288146972656,222.35256958007812,210.57872009277344
2022-01-07,205.53697204589844,206.87371826171875,199.09841918945312,181.45823669433594,175.42198181152344,174.33822631835938,177.23162841796875,192.57931518554688,221.26004028320312,222.8551025390625,220.36575317382812,213.8113250732422,207.16751098632812,206.17599487304688,203.7768096923828,199.3806610107422,189.97520446777344,209.21182250976562,222.07249450683594,242.67965698242188,255.21963500976562,255.00982666015625,241.57235717773438,232.33245849609375
2022-01-08,218.74273681640625,229.88673400878906,214.28038024902344,196.65565490722656,191.90895080566406,181.8876495361328,189.10977172851562,202.2413787841797,214.71543884277344,223.43589782714844,231.65480041503906,224.12496948242188,215.2220916748047,212.034912109375,210.2863311767578,211.46360778808594,204.1235809326172,209.0635528564453,224.4576873779297,252.1490478515625,261.64422607421875,256.5174560546875,244.45265197753906,235.30271911621094
2022-01-09,180.84994506835938,172.794189453125,154.14439392089844,134.24847412109375,122.96879577636719,124.3372573852539,121.39618682861328,136.43666076660156,145.60211181640625,150.76242065429688,160.46412658691406,156.5044403076172,155.54946899414062,155.4111328125,155.21095275878906,152.88079833984375,149.89816284179688,160.27003479003906,174.2225341796875,193.96951293945312,202.79669189453125,214.00408935546875,213.33412170410156,200.41001892089844
2022-01-10,159.4435272216797,150.61697387695312,137.68731689453125,123.47331237792969,119.05010986328125,117.88893127441406,131.89129638671875,159.01156616210938,177.15341186523438,184.6217041015625,188.490966796875,178.22555541992188,165.6442413330078,160.0377197265625,153.47067260742188,149.25515747070312,149.182861328125,159.76266479492188,185.01385498046875,202.6531982421875,208.45054626464844,216.59652709960938,210.45269775390625,192.36349487304688
2022-01-11,230.09996032714844,243.79022216796875,226.07423400878906,218.03919982910156,206.1278076171875,200.544189453125,208.8482666015625,229.06787109375,253.9661407470703,257.6748962402344,261.0416259765625,254.76925659179688,239.71273803710938,230.1009521484375,233.09458923339844,230.41366577148438,231.4427490234375,240.1262969970703,254.15174865722656,268.6101989746094,272.1751403808594,262.7895202636719,257.3763732910156,237.55111694335938
2022-01-12,227.43568420410156,226.9293212890625,223.34707641601562,201.97305297851562,197.9177703857422,190.20016479492188,205.8608856201172,240.06930541992188,261.8709716796875,278.06683349609375,272.4832458496094,259.6654968261719,246.85812377929688,244.75636291503906,237.0729217529297,233.3636932373047,233.29983520507812,249.97021484375,267.0313415527344,277.2134094238281,289.2345886230469,281.9605407714844,263.7525939941406,248.55117797851562
2022-01-13,209.3511199951172,214.29640197753906,195.37152099609375,190.80442810058594,185.9899444580078,184.42193603515625,188.64297485351562,212.13980102539062,240.6492919921875,243.94692993164062,244.44491577148438,227.67884826660156,217.97042846679688,215.61416625976562,208.4195556640625,205.50010681152344,203.05657958984375,214.49307250976562,231.0928955078125,250.10525512695312,256.1982116699219,258.08074951171875,240.20945739746094,230.85910034179688
2022-01-14,223.75108337402344,226.85272216796875,212.93829345703125,205.146484375,197.70579528808594,193.14187622070312,203.1893310546875,224.55722045898438,242.15597534179688,254.09837341308594,252.73431396484375,237.68565368652344,232.98558044433594,221.11111450195312,222.67955017089844,218.3718719482422,221.69667053222656,230.6815643310547,246.0618133544922,259.2886657714844,265.33074951171875,257.4287414550781,236.9528350830078,225.42587280273438
2022-01-15,203.8529510498047,208.24952697753906,202.29835510253906,199.57620239257812,187.580810546875,189.5647430419922,185.8357391357422,193.54164123535156,204.08026123046875,207.1387939453125,211.92044067382812,202.174560546875,195.86337280273438,199.0723419189453,194.427734375,194.78262329101562,195.17782592773438,201.0597686767578,208.2478485107422,219.54464721679688,227.9914093017578,230.08737182617188,215.87620544433594,204.57244873046875
