Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2015-01-04,37.96593386977336,35.47084232197512,32.05838373947606,27.30080965415848,24.935264690535462,26.45898055056596,24.70042724580202,23.497663807638222,26.985167276403097,28.149267359926064,34.74785796232938,38.56640939377308,39.52871203699752,36.52886019349676,33.67222400060431,30.47623634862552,32.774354553089346,42.488902077715906,49.126975387021545,49.860697154884384,46.015909298431346,41.594183051393365,44.156072109619764,41.27747654341144
2015-01-05,36.344436357273864,33.102080976855966,30.549190442242445,25.48283535750919,24.32780870197599,30.593657366596567,41.51346997008541,52.416634295560854,55.278859509243205,55.49863444417305,54.76209530176172,54.844359556441944,54.03325931997821,52.54052218340395,50.15371603461025,48.2090947582708,49.580406304517176,58.249070086181035,66.58359146033104,62.56137232326351,55.835266131748966,48.0743955595421,49.45131359205013,46.30404652110381
2015-01-06,40.48812527501568,37.602692273840574,36.13208147774668,31.231310326112713,30.074691114795613,35.1797770830839,42.190532920330966,53.75915336075714,56.49749969095721,55.631382947089,54.217930945998695,53.97577075592273,52.89240826284872,51.184952446576894,49.55622596424808,47.58475302117982,48.40495341051679,56.187397286559346,63.21363054704365,59.439816457605914,51.79998895193856,45.99953373094146,48.374604135951564,45.65077102512689
2015-01-07,40.17498909225527,37.542975313718124,35.41350350344849,32.68350344578478,31.246209915573775,34.762611901990105,41.641579239912325,50.50068510340966,54.243557540093455,53.2572853643183,52.47411455309419,52.32662764890661,51.27142243616373,49.04048829504488,46.88413074730362,44.08237405766329,44.68629232294802,51.21202125014346,57.704720268644365,56.80958670089553,50.291705827718026,44.923517521167604,46.00260727349306,43.82603692474501
2015-01-08,39.55126170202566,36.57128301365536,36.4864528279264,32.97219932867876,31.18414590115074,33.66914269846706,38.91279980509487,48.49062870935245,52.08831034623901,51.31836736842151,49.577048429925554,49.9795696962199,49.449986532368236,46.71242921509665,44.46584587296337,42.15323488410647,42.675215831143525,48.864484864295925,53.559825660416784,53.01410898718491,47.593748137900235,42.67123802332823,44.92542742028885,42.53391352834401
2015-01-09,37.98173198043752,34.77354623472771,32.027416825097056,28.147333821532342,26.598494791446434,30.0623492103118,35.64339637733905,44.84330404307487,48.969239796589285,48.42688208691458,46.7212799375575,46.02308385014464,45.651125826930254,42.78348042720803,39.99698482143039,37.00853778866351,37.93594083144571,44.17678892771837,47.32318674444528,45.13743613237152,40.422626341894144,37.229151118522225,40.691911665733045,39.1805358979359
2015-01-10,26.366287154274588,24.028558914322403,22.304520504773436,18.18597196828364,13.44053507464868,14.104394830737014,16.031894216708643,13.960454713959876,18.41522973079403,19.26588004521342,22.018746685465366,22.265238789191926,24.17094353507866,20.23012867179874,18.335966358267076,14.823230933425972,16.65898316969042,27.745902238077502,32.99782060593526,30.449502182780567,25.263981678038533,19.24369953766763,24.916515777544305,27.245991918260575
2015-01-11,22.67025591592379,19.442013950605244,14.228194913671711,10.158634476751523,7.613887305836975,3.9148652107639883,2.792484441976171,2.9090879339900155,1.309040917048506,5.473206422381445,16.949403470090445,22.907847970984083,24.529350143173385,20.97437680348982,17.087227697541227,14.791379825730793,16.072289024924917,28.634925778355203,37.90041234567289,39.08950720931081,36.58703823874862,29.52899062447046,34.50265237330327,32.764914202030205
2015-01-12,27.742423730606347,25.61184018465675,24.241341391037277,19.50060807018596,18.02850930346855,24.197800696325476,36.72282889346113,49.30724527014806,50.88206618276709,49.41532976117494,47.89144557602504,48.472188537881124,47.07025345014185,45.66883653443162,43.38965292997684,41.044493735553694,41.22197344470169,47.721722743362655,55.23577438605588,53.75564861924003,47.344302970903,40.74616943525201,42.536726323266706,38.74939881397813
2015-01-13,30.662017536273545,27.607123124751713,26.697134741798465,22.00036493538389,20.745744694917775,26.282729255667213,36.93322166216223,46.98306989035831,50.21620913619696,47.97313298942838,45.80137603955734,45.609157769441495,43.532952699706186,41.85963568916845,40.1401726529765,37.672355740869776,38.519278654250584,44.966553160282714,50.59940463951671,51.10037690209537,43.62440314577465,37.736848859218654,38.697487133957665,36.68552221638882
2015-01-14,29.193903450935633,26.938388064309205,24.90249053851161,18.97349200783631,17.678379918793837,24.60747275076477,35.75336120969676,46.34678094802869,49.98833923652277,48.70131240934279,46.143808585965054,45.66771287253406,44.08220037778115,42.24184832826534,40.32438967065006,37.57888300350825,38.697801290472654,45.52156996801198,51.34463816848131,49.90459722574239,43.5460920657727,36.24540191117214,37.583734198734824,35.35089191109945
2015-01-15,33.74035826624542,30.157287597243418,26.75055173193602,21.424937690986333,19.816906620114263,25.30111296781531,37.02793157168563,47.70338195903634,50.535207517451866,49.32018841965384,47.32461890290388,47.05551671378118,45.90805315606276,43.26453140203974,40.90849659039045,38.57546209569129,39.74037211417044,46.91992651088658,51.94619134687258,50.67946648432534,44.20658382675305,37.57240364293409,39.619925370404985,37.680974442668926
2015-01-16,30.6923632632887,27.31855503832963,23.750057783411666,18.221363563661775,17.83371522150719,22.673744344271704,33.90886414926325,44.79531166153777,47.29050233649681,46.773754775348806,45.67779050328614,45.07892327844981,44.08490771837084,41.18165613427281,38.66584048340185,35.77673861386679,36.6823862288767,44.89467473044623,50.920779500873515,48.70101163131103,42.93384040173086,35.677414576713694,37.38842701916711,36.85197110269523
2015-01-17,36.122624184286636,32.501876288797405,30.05914237589977,26.493380501284246,23.860872403253754,25.20551055784432,28.079329685029485,34.5072500093384,37.993113492424996,39.49635918464859,39.85445672914295,40.31362961541416,41.08659203327768,38.4629048171038,36.28936846180249,34.46160211707666,36.14367281352411,44.05792264355339,48.88548708793337,46.99593359896261,41.15122718797168,35.41067590306443,40.52239738330448,40.255727146712985
2015-01-18,32.13750251796088,29.409663256810273,27.800290281257855,24.14018773535182,21.86266459254651,22.58418049041444,24.334197693130093,29.78823699279357,31.22759405640824,32.44572236839565,34.86376169897246,37.31159580543335,37.9527205224963,33.39549475486281,29.331530446631156,27.032080117320326,29.513045943185364,38.987995078364925,46.010643305974654,46.74283481844073,42.35511509400196,36.472873958941356,40.04048336698045,38.36042757428332
2015-01-19,37.02393913462226,33.652669038007076,30.819358994443583,27.526917411613546,26.80047559432975,31.411841998101973,42.52009920373969,55.35652318404553,57.82802063071557,56.620585964994106,54.924192534740584,55.09592770425093,53.835068624376326,52.425790226050886,49.95020806211704,47.269913824344684,47.52353508958436,54.471460476902266,62.86546588643759,61.12397559182109,53.62088186768369,46.04130667743683,47.140014471145,45.125010377711476
2015-01-20,42.03021447260051,38.295117405553064,36.14634380365129,32.00751202729561,31.60828268420101,35.51693753389055,42.893982870749895,54.918751019764144,57.60009410240133,57.04841408769845,55.77561866937665,55.9088940632052,54.01369466882162,52.24603513406513,50.310816602675075,47.557250536633596,47.15392022012644,53.901878617028345,63.67208724716057,59.23776941216389,52.77236861132521,46.27016754205251,48.37228814725308,46.425735879502575
2015-01-21,40.65518140884566,38.28040991254268,36.86226219764738,32.700751701577644,31.687606190847042,35.32601696946739,42.480693245181584,53.8996613394181,56.79326507745633,56.55433860661848,55.340710310736725,54.924960536324186,53.25909271986165,51.76550605015308,49.94780288019064,47.73291417340377,48.36986154653073,55.59036882488506,63.76699339980079,58.925470263457235,51.97653185305837,45.31446656495154,47.65725247923697,45.547378878940386
2015-01-22,40.97780472102143,38.718997237421334,37.20499493157373,33.290717286143504,32.11472663229828,35.87345955068298,43.09631633309184,54.04134502614139,56.393610114725945,55.885391463568986,55.35002236922327,55.439269709835656,54.22417552037855,52.586449147990855,50.46011584931864,47.48042519777061,47.80817048406489,54.78568937609079,62.289094409259555,58.73241698920629,52.123551857033696,45.62504478723881,47.30045053946495,45.46785073001553
2015-01-23,43.89880660382223,41.51979316154759,40.12320237065769,36.57488348951696,35.13629702640825,38.511363316250595,45.689865420635236,57.1498830509716,59.656991426374695,59.332648771351444,58.20896407701655,57.9274125476113,56.15150695717402,53.9457788532902,51.45624182958312,48.81236963917875,49.87604646300231,57.00033603908241,62.78174419407182,60.24022335367357,53.62909691453783,47.21861825099411,49.10150412396175,48.011223291179626
2015-01-24,41.63312331719801,38.809129309570366,37.512321321026974,34.893913563146675,31.986245966963782,33.67646488485525,37.12368561433529,44.27907133218466,48.064295825005175,50.40396584745395,50.07939382358032,50.05450935051779,49.53059329666168,45.87775842112984,42.588687361604734,39.67536696708656,40.25818324707148,47.15083032868788,55.0267603646223,54.88851987222009,49.23616847508343,43.04182560859501,45.99589906503676,44.5803260187664
2015-01-25,40.70825098514116,37.59635243273551,35.637932840547556,32.082743790931715,29.910893032742308,30.500529915281767,33.09735935529102,36.716839321561295,39.932286771445085,41.41893318601288,43.00817074915985,44.470070644140606,45.23496365767651,40.94492789355904,37.30895865178685,34.07099369620387,34.2345068931375,41.5975224411641,50.77588702132006,53.81402456647793,48.6086934085156,43.173264542432385,45.96386182647984,44.46598812573975
2015-01-26,40.004594069148126,37.256155460910364,35.52568293637355,31.00685923004056,30.257584185173613,34.504193373314855,43.9841512041209,55.68900015242756,57.82205745281225,57.01471664812272,55.524410727688064,55.67685649365281,54.90326373838748,53.480650959738696,51.07932046893381,48.0799420618243,47.90851449474619,53.48001735920815,63.53743279220257,60.540438491400685,53.56000600909374,47.29167248634493,49.00312428276372,46.65929240582061
2015-01-27,41.63634017826552,38.58838736236591,37.859076212739616,34.022430281496476,33.52670277646145,36.62535039099687,43.52939089641355,54.03236945699955,56.84958836976898,56.179850523957015,55.24239536172636,54.93474304937132,53.259557206621196,51.524730469303975,49.67685509281212,46.836851937800134,46.597977736874256,52.75060088987345,61.992455153135325,58.51364699957197,51.65519765193592,45.733564843316074,47.671288794067536,46.08776255805021
2015-01-28,41.61735067945598,39.77547553155144,38.90182395977355,35.399224106181634,33.86473240067666,38.09334000496206,45.07963323744447,54.78549512413424,58.122401544876425,57.47738375634057,56.95890463558284,56.272739022923076,54.09477168850177,52.227666877811515,49.93784520383589,47.04771307943302,47.28586761546014,53.69480503572779,61.61826937819467,58.93995256367447,51.712972334528466,45.96698523440375,47.18588389225144,45.82814802259845
2015-01-29,42.2713200801147,39.2765155893578,36.93545888152001,32.53415978536275,30.597458951701615,35.42821590124175,44.782139780612816,54.50267114334472,57.77215854518805,57.0845298405129,55.690786792189456,55.473690226545884,53.58950681411722,51.509629042571454,48.72284519465789,45.59678075630528,45.489577717844526,51.17162535114427,58.89917844561375,58.09653027552804,52.475451977577464,46.37124363632862,47.94774848155458,46.280545376226065
2015-01-30,38.47958726257442,36.36725788000901,35.77562446851615,32.622148793857995,30.96549216765325,33.733143409068695,40.404310485217856,51.1847394772716,53.527864817781335,53.0893520466849,53.41525861953178,53.190040425343334,50.780576870117464,48.941267897163144,47.10883710630459,44.38847065617462,44.987264353646154,51.850058719833086,57.96242301518388,54.85213343200743,49.398137405573046,42.47479510864515,44.45975815257047,43.19639445638084
2015-01-31,38.44671344602477,34.9993772342132,32.40287982661827,29.327659135822078,27.46830790079419,29.597822613482396,36.367831431568796,41.777508590602345,45.040260880500114,47.414380586642665,48.122764815352575,47.130834100446194,46.97375181894965,43.93336497077923,41.209949344667066,38.385938754110576,38.68225845966462,45.38491126132607,53.03125209991853,52.81245223401825,46.91403702208924,41.522722525334196,44.82777596255311,44.29974632209465
2015-02-01,37.876944475586846,34.80599241465026,33.223149831342965,28.49756181115172,26.124583422360498,27.433202243769625,29.55032454492021,32.857269799027904,35.90397692408509,37.94529454012631,39.919793742517655,43.115138574896946,42.82746320529349,39.018212227853496,36.21190764292974,32.346161838687564,33.49218939773037,40.18600091149209,49.684023374608806,51.09228289466339,46.67425572612754,41.03685501721301,43.824788779130635,42.600412591733146
